"wordpress";"2018-12-16T16:16:00+08:00";0.001
"wordpress";"2018-12-16T16:24:00+08:00";0
"wordpress";"2018-12-16T16:32:00+08:00";0.06
"wordpress";"2018-12-16T16:40:00+08:00";0.012
"wordpress";"2018-12-16T16:48:00+08:00";0
"wordpress";"2018-12-16T16:56:00+08:00";0.014
"wordpress";"2018-12-16T17:04:00+08:00";0.061
"wordpress";"2018-12-16T17:12:00+08:00";0
"wordpress";"2018-12-16T17:20:00+08:00";0
"wordpress";"2018-12-16T17:28:00+08:00";0.108
"wordpress";"2018-12-16T17:36:00+08:00";0
"wordpress";"2018-12-16T17:44:00+08:00";0
"wordpress";"2018-12-16T17:52:00+08:00";0.161
"wordpress";"2018-12-16T18:00:00+08:00";0
"wordpress";"2018-12-16T18:08:00+08:00";0
"wordpress";"2018-12-16T18:16:00+08:00";0.213
"wordpress";"2018-12-16T18:24:00+08:00";0
"wordpress";"2018-12-16T18:32:00+08:00";0
"wordpress";"2018-12-16T18:40:00+08:00";0.205
"wordpress";"2018-12-16T18:48:00+08:00";0
"wordpress";"2018-12-16T18:56:00+08:00";0
"wordpress";"2018-12-16T19:04:00+08:00";0.166
"wordpress";"2018-12-16T19:12:00+08:00";0
"wordpress";"2018-12-16T19:20:00+08:00";0
"wordpress";"2018-12-16T19:28:00+08:00";0.109
"wordpress";"2018-12-16T19:36:00+08:00";0.001
"wordpress";"2018-12-16T19:44:00+08:00";0
"wordpress";"2018-12-16T19:52:00+08:00";0.057
"wordpress";"2018-12-16T20:00:00+08:00";0.017
"wordpress";"2018-12-16T20:08:00+08:00";0
"wordpress";"2018-12-16T20:16:00+08:00";0.015
"wordpress";"2018-12-16T20:24:00+08:00";0.065
"wordpress";"2018-12-16T20:32:00+08:00";0
"wordpress";"2018-12-16T20:40:00+08:00";0
"wordpress";"2018-12-16T20:48:00+08:00";0.111
"wordpress";"2018-12-16T20:56:00+08:00";0
"wordpress";"2018-12-16T21:04:00+08:00";0
"wordpress";"2018-12-16T21:12:00+08:00";0.169
"wordpress";"2018-12-16T21:20:00+08:00";0
"wordpress";"2018-12-16T21:28:00+08:00";0
"wordpress";"2018-12-16T21:36:00+08:00";0.199
"wordpress";"2018-12-16T21:44:00+08:00";0
"wordpress";"2018-12-16T21:52:00+08:00";0
"wordpress";"2018-12-16T22:00:00+08:00";0.209
"wordpress";"2018-12-16T22:08:00+08:00";0
"wordpress";"2018-12-16T22:16:00+08:00";0
"wordpress";"2018-12-16T22:24:00+08:00";0.166
"wordpress";"2018-12-16T22:32:00+08:00";0
"wordpress";"2018-12-16T22:40:00+08:00";0
"wordpress";"2018-12-16T22:48:00+08:00";0.107
"wordpress";"2018-12-16T22:56:00+08:00";0.001
"wordpress";"2018-12-16T23:04:00+08:00";0
"wordpress";"2018-12-16T23:12:00+08:00";0.061
"wordpress";"2018-12-16T23:20:00+08:00";0.014
"wordpress";"2018-12-16T23:28:00+08:00";0
"wordpress";"2018-12-16T23:36:00+08:00";0.008
"wordpress";"2018-12-16T23:44:00+08:00";0.058
"wordpress";"2018-12-16T23:52:00+08:00";0
"wordpress";"2018-12-17T00:00:00+08:00";0
"wordpress";"2018-12-17T00:08:00+08:00";0.12
"wordpress";"2018-12-17T00:16:00+08:00";0
"wordpress";"2018-12-17T00:24:00+08:00";0
"wordpress";"2018-12-17T00:32:00+08:00";0.168
"wordpress";"2018-12-17T00:40:00+08:00";0
"wordpress";"2018-12-17T00:48:00+08:00";0
"wordpress";"2018-12-17T00:56:00+08:00";0.206
"wordpress";"2018-12-17T01:04:00+08:00";0
"wordpress";"2018-12-17T01:12:00+08:00";0
"wordpress";"2018-12-17T01:20:00+08:00";0.209
"wordpress";"2018-12-17T01:28:00+08:00";0
"wordpress";"2018-12-17T01:36:00+08:00";0
"wordpress";"2018-12-17T01:44:00+08:00";0.16
"wordpress";"2018-12-17T01:52:00+08:00";0
"wordpress";"2018-12-17T02:00:00+08:00";0
"wordpress";"2018-12-17T02:08:00+08:00";0.107
"wordpress";"2018-12-17T02:16:00+08:00";0.001
"wordpress";"2018-12-17T02:24:00+08:00";0
"wordpress";"2018-12-17T02:32:00+08:00";0.056
"wordpress";"2018-12-17T02:40:00+08:00";0.021
"wordpress";"2018-12-17T02:48:00+08:00";0
"wordpress";"2018-12-17T02:56:00+08:00";0.005
"wordpress";"2018-12-17T03:04:00+08:00";0.064
"wordpress";"2018-12-17T03:12:00+08:00";0
"wordpress";"2018-12-17T03:20:00+08:00";0
"wordpress";"2018-12-17T03:28:00+08:00";0.119
"wordpress";"2018-12-17T03:36:00+08:00";0
"wordpress";"2018-12-17T03:44:00+08:00";0
"wordpress";"2018-12-17T03:52:00+08:00";0.17
"wordpress";"2018-12-17T04:00:00+08:00";0
"wordpress";"2018-12-17T04:08:00+08:00";0
"wordpress";"2018-12-17T04:16:00+08:00";0.203
"wordpress";"2018-12-17T04:24:00+08:00";0
"wordpress";"2018-12-17T04:32:00+08:00";0
"wordpress";"2018-12-17T04:40:00+08:00";0.209
"wordpress";"2018-12-17T04:48:00+08:00";0
"wordpress";"2018-12-17T04:56:00+08:00";0
"wordpress";"2018-12-17T05:04:00+08:00";0.158
"wordpress";"2018-12-17T05:12:00+08:00";0
"wordpress";"2018-12-17T05:20:00+08:00";0
"wordpress";"2018-12-17T05:28:00+08:00";0.105
"wordpress";"2018-12-17T05:36:00+08:00";0.001
"wordpress";"2018-12-17T05:44:00+08:00";0
"wordpress";"2018-12-17T05:52:00+08:00";0.056
"wordpress";"2018-12-17T06:00:00+08:00";0.017
"wordpress";"2018-12-17T06:08:00+08:00";0
"wordpress";"2018-12-17T06:16:00+08:00";0.007
"wordpress";"2018-12-17T06:24:00+08:00";0.07
"wordpress";"2018-12-17T06:32:00+08:00";0
"wordpress";"2018-12-17T06:40:00+08:00";0
"wordpress";"2018-12-17T06:48:00+08:00";0.121
"wordpress";"2018-12-17T06:56:00+08:00";0
"wordpress";"2018-12-17T07:04:00+08:00";0
"wordpress";"2018-12-17T07:12:00+08:00";0.173
"wordpress";"2018-12-17T07:20:00+08:00";0
"wordpress";"2018-12-17T07:28:00+08:00";0
"wordpress";"2018-12-17T07:36:00+08:00";0.21
"wordpress";"2018-12-17T07:44:00+08:00";0
"wordpress";"2018-12-17T07:52:00+08:00";0
"wordpress";"2018-12-17T08:00:00+08:00";0.201
"wordpress";"2018-12-17T08:08:00+08:00";0
"wordpress";"2018-12-17T08:16:00+08:00";0
"wordpress";"2018-12-17T08:24:00+08:00";0.151
"wordpress";"2018-12-17T08:32:00+08:00";0
"wordpress";"2018-12-17T08:40:00+08:00";0
"wordpress";"2018-12-17T08:48:00+08:00";0.105
"wordpress";"2018-12-17T08:56:00+08:00";0.001
"wordpress";"2018-12-17T09:04:00+08:00";0
"wordpress";"2018-12-17T09:12:00+08:00";0.059
"wordpress";"2018-12-17T09:20:00+08:00";0.019
"wordpress";"2018-12-17T09:28:00+08:00";0
"wordpress";"2018-12-17T09:36:00+08:00";0.002
"wordpress";"2018-12-17T09:44:00+08:00";0.07
"wordpress";"2018-12-17T09:52:00+08:00";0
"wordpress";"2018-12-17T10:00:00+08:00";0
"wordpress";"2018-12-17T10:08:00+08:00";0.119
"wordpress";"2018-12-17T10:16:00+08:00";0
"wordpress";"2018-12-17T10:24:00+08:00";0
"wordpress";"2018-12-17T10:32:00+08:00";0.181
"wordpress";"2018-12-17T10:40:00+08:00";0
"wordpress";"2018-12-17T10:48:00+08:00";0
"wordpress";"2018-12-17T10:56:00+08:00";0.205
"wordpress";"2018-12-17T11:04:00+08:00";0
"wordpress";"2018-12-17T11:12:00+08:00";0
"wordpress";"2018-12-17T11:20:00+08:00";0.207
"wordpress";"2018-12-17T11:28:00+08:00";0
"wordpress";"2018-12-17T11:36:00+08:00";0
"wordpress";"2018-12-17T11:44:00+08:00";0.159
"wordpress";"2018-12-17T11:52:00+08:00";0.001
"wordpress";"2018-12-17T12:00:00+08:00";0
"wordpress";"2018-12-17T12:08:00+08:00";0.106
"wordpress";"2018-12-17T12:16:00+08:00";0.001
"wordpress";"2018-12-17T12:24:00+08:00";0
"wordpress";"2018-12-17T12:32:00+08:00";0.052
"wordpress";"2018-12-17T12:40:00+08:00";0.022
"wordpress";"2018-12-17T12:48:00+08:00";0
"wordpress";"2018-12-17T12:56:00+08:00";0.005
"wordpress";"2018-12-17T13:04:00+08:00";0.078
"wordpress";"2018-12-17T13:12:00+08:00";0
"wordpress";"2018-12-17T13:20:00+08:00";0
"wordpress";"2018-12-17T13:28:00+08:00";0.119
"wordpress";"2018-12-17T13:36:00+08:00";0
"wordpress";"2018-12-17T13:44:00+08:00";0
"wordpress";"2018-12-17T13:52:00+08:00";0.182
"wordpress";"2018-12-17T14:00:00+08:00";0
"wordpress";"2018-12-17T14:08:00+08:00";0
"wordpress";"2018-12-17T14:16:00+08:00";0.198
"wordpress";"2018-12-17T14:24:00+08:00";0
"wordpress";"2018-12-17T14:32:00+08:00";0
"wordpress";"2018-12-17T14:40:00+08:00";0.208
"wordpress";"2018-12-17T14:48:00+08:00";0
"wordpress";"2018-12-17T14:56:00+08:00";0
"wordpress";"2018-12-17T15:04:00+08:00";0.153
"wordpress";"2018-12-17T15:12:00+08:00";0.001
"wordpress";"2018-12-17T15:20:00+08:00";0
"wordpress";"2018-12-17T15:28:00+08:00";0.099
"wordpress";"2018-12-17T15:36:00+08:00";0.001
"wordpress";"2018-12-17T15:44:00+08:00";0
"wordpress";"2018-12-17T15:52:00+08:00";0.053
"wordpress";"2018-12-17T16:00:00+08:00";0.026
"wordpress";"2018-12-17T16:08:00+08:00";0
"wordpress";"2018-12-17T16:16:00+08:00";0.003